school_code,case_number,report_datetime,occurred_datetime,location,latitude,longitude,description,disposition,narrative
002565,26000009,2026-01-04T00:44:00.000000Z,2026-01-04T00:34:00.000000Z,"HOLDREGE ST & N 33RD ST (STREET), Lincoln",40.828021,-96.672861,TRAFFIC - OTHER,Closed - Inactive,
002565,26000016,2026-01-05T14:42:00.000000Z,2026-01-05T14:42:00.000000Z,"2075 N 38th St (GOV'T LOT/FIELD (UNL)), Lincoln",40.8344572,-96.6638609,FIRE (WORKING) - NO ALARM,Closed - Non-Criminal Case,
002565,26000018,2026-01-06T00:26:00.000000Z,2026-01-06T00:26:00.000000Z,"N 22ND ST & VINE ST (STREET), Lincoln",40.8208938,-96.6900156,TRAFFIC - SUSPENDED DRIVER,Closed - Cleared By Arrest-Adult,
002565,26000027,2026-01-07T00:54:00.000000Z,2026-01-07T00:54:00.000000Z,"N 33RD ST & HWY CORNHUSKER (STREET), Lincoln",40.8427543,-96.6728053,TRAFFIC - OTHER,Closed - Inactive,
002565,26000028,2026-01-07T04:33:00.000000Z,2026-01-07T00:30:00.000000Z,"1220 N 14th St (GOV'T PARKING LOT (UNL)), Lincoln",40.8257725,-96.6998572,ACCIDENTS - P.D. H&R NOT REPORTABLE,Closed - Cleared By Arrest-Adult,
002565,26000032,2026-01-07T13:08:00.000000Z,2025-12-30T23:00:00.000000Z,"300 N 17th St (UNL SUPPORT FACILITY (office, service))",40.8163668,-96.6960007,VANDALISM - BY GRAFFITI,Closed - Inactive,12/31/2025 00:30
002565,26000040,2026-01-08T15:23:00.000000Z,2025-07-02T15:23:00.000000Z,"2222 R Street (MULTI-DWELLING (7 + UNITS) off campus), Lincoln",40.817153,-96.6890835,FRAUD - CON GAMES/DECEPTION/FALSE    PRETENSE/OTHER,Closed - Non-Criminal Case,
002565,26000045,2026-01-08T19:51:00.000000Z,2026-01-08T19:50:00.000000Z,"N 40TH ST & EAST CAMPUS LOOP (UNL OWNED STREETS), Lincoln",40.8331745,-96.6630398,TRAFFIC - SUSPENDED DRIVER,Closed - Cleared By Arrest-Adult,
002565,26000047,2026-01-09T05:22:00.000000Z,2026-01-09T05:22:00.000000Z,"625 Stadium Dr (GOV'T PARKING GARAGE (UNL)), Lincoln",40.8193739,-96.7073793,TRESPASSING,Closed - Non-Criminal Case,
002565,OS26001,2026-01-09T10:11:00.000000Z,2025-11-01T00:01:00.000000Z,"On-Campus Housing, Lincoln",40.8136634,-96.7025764,SEX OFFENSE - RAPE,Na - Clery Report Only,11/01/2025 23:59
002565,OS26002,2026-01-09T11:45:00.000000Z,2025-09-26T00:01:00.000000Z,"On-Campus Housing, Lincoln",40.8136634,-96.7025764,ASSAULT - DOMESTIC,Na - Clery Report Only,09/26/2025 23:59
002565,OS26003,2026-01-09T13:40:00.000000Z,2025-08-01T00:01:00.000000Z,"On-Campus, Lincoln",40.8136634,-96.7025764,STALKING,Na - Clery Report Only,10/08/2025 00:01
002565,OS26004,2026-01-09T13:52:00.000000Z,2025-11-14T00:01:00.000000Z,"On-Campus, Lincoln",40.8136634,-96.7025764,STALKING,Na - Clery Report Only,11/14/2025 23:59
002565,26000056,2026-01-09T17:00:00.000000Z,2026-01-05T18:00:00.000000Z,"1830 Vine St (GOV'T PARKING GARAGE (UNL)), Lincoln",40.8201966,-96.7004763,ACCIDENTS - P.D. H&R NOT REPORTABLE,Closed - Non-Criminal Case,01/09/2026 17:00
002565,26000067,2026-01-11T02:14:00.000000Z,2026-01-11T02:14:00.000000Z,"ANTELOPE VALLEY PARKWAY & N ST (STREET), Lincoln",40.8125088,-96.6938626,TRAFFIC - SUSPENDED DRIVER,Closed - Cleared By Arrest-Adult,
002565,26000069,2026-01-11T15:42:00.000000Z,2026-01-10T11:30:00.000000Z,"300 N 17th St (SIDEWALK), Lincoln",40.8163668,-96.6960007,LARCENY - STOLEN BIKE,Closed - Inactive,01/11/2026 15:00
002565,26000074,2026-01-12T08:22:00.000000Z,2026-01-12T08:19:00.000000Z,"530 N 17th St (GOV'T PARKING LOT (UNL)), Lincoln",40.818668,-96.6962862,ACCIDENTS - INJURY,Closed - Cleared By Arrest-Adult,
002565,26000079,2026-01-12T10:57:00.000000Z,2026-01-07T14:00:00.000000Z,"451 N 12th St (SIDEWALK), Lincoln",40.8175598,-96.704464,VANDALISM - BY GRAFFITI,Open,01/12/2026 10:00
002565,26000082,2026-01-12T13:31:00.000000Z,2026-01-03T03:47:00.000000Z,"820 N 17th St (UNL RESIDENCE HALL), Lincoln",40.8201966,-96.7004763,LARCENY - OTHER OR FROM OPEN AREA,Closed - Inactive,
002565,26000098,2026-01-13T17:15:00.000000Z,2026-01-13T17:15:00.000000Z,"2222 Vine St (UNL APARTMENT), Lincoln",40.8201966,-96.7004763,FIRE (WORKING) - ALARM,Closed - Non-Criminal Case,
002565,26000104,2026-01-14T01:44:00.000000Z,2026-01-14T01:44:00.000000Z,"1548 Vine St (OFF CAMPUS/GREEK HOUSING), Lincoln",40.8211085,-96.6985123,ALCOHOL - MINOR IN POSSESSION,Closed - Non-Criminal Case,
002565,26000111,2026-01-14T13:36:00.000000Z,2026-10-01T14:40:00.000000Z,"841 N 14th St (UNL SUPPORT FACILITY (office, service))",40.8216138,-96.7024329,DISTURBANCE - OTHER,Closed - Non-Criminal Case,
002565,26000130,2026-01-15T22:28:00.000000Z,2026-01-15T22:28:00.000000Z,"33RD ST & W ST (STREET), Lincoln",40.8217546,-96.6729128,TRAFFIC - SUSPENDED DRIVER,Closed - Cleared By Arrest-Adult,
002565,26000138,2026-01-16T16:50:00.000000Z,2026-01-15T00:00:00.000000Z,"1120 N 14th St (INTERNET/CYBERSPACE), Lincoln",40.8246909,-96.7001183,FRAUD - CON GAMES/DECEPTION/FALSE    PRETENSE/OTHER,Open,01/16/2026 16:50
002565,26000140,2026-01-16T19:21:00.000000Z,2026-01-16T19:21:00.000000Z,"N 35TH ST & HOLDREGE ST (UNL OWNED STREETS), Lincoln",40.8201966,-96.7004763,ACCIDENTS - INJURY,Closed - Cleared By Arrest-Adult,
002565,26000137,2026-01-16T19:33:00.000000Z,2025-12-15T22:00:00.000000Z,"880 N 17th St (UNL RESIDENCE HALL), Lincoln",40.8201966,-96.7004763,ASSAULT - NON DOMESTIC,Closed - Inactive,12/15/2025 22:15
002565,26000154,2026-01-18T06:11:00.000000Z,2026-01-18T06:11:00.000000Z,"SALT CREEK RDWY & STADIUM DR (STREET), Lincoln",40.8201111,-96.7069695,NARCOTICS - POSSESSION,Closed - Non-Criminal Case,
002565,26000159,2026-01-19T07:51:00.000000Z,2026-01-19T07:51:00.000000Z,"300 N 17th St (UNL SUPPORT FACILITY (office, service))",40.8163668,-96.6960007,ALCOHOL - USING FALSE I.D.,Closed - Cleared By Arrest-Adult,
002565,26000168,2026-01-19T22:59:00.000000Z,2026-01-19T22:59:00.000000Z,"1400 R St (UNL SUPPORT FACILITY (office, service))",40.8201966,-96.7004763,WARRANT SERVICE,Closed - Cleared By Arrest-Adult,
002565,26000173,2026-01-20T14:49:00.000000Z,2026-01-14T11:20:00.000000Z,"1430 Vine St (UNL ACADEMIC BUILDING), Lincoln",40.8210632,-96.6998208,SUSPICIOUS PERSON,Closed - Non-Criminal Case,
002565,26000191,2026-01-21T23:28:00.000000Z,2026-01-21T23:28:00.000000Z,"N 16TH ST & Q ST (STREET), Lincoln",40.815831,-96.698181,TRAFFIC - SUSPENDED DRIVER,Closed - Cleared By Arrest-Adult,
002565,26000199,2026-01-23T01:10:00.000000Z,2026-01-23T01:10:00.000000Z,"33RD ST & U ST (STREET), Lincoln",40.820153,-96.672919,TRAFFIC - OTHER,Closed - Inactive,01/23/2026 01:13
002565,26000201,2026-01-23T13:42:00.000000Z,2026-01-16T00:00:00.000000Z,"1111 N 14th St (GOV'T PARKING GARAGE (UNL)), Lincoln",40.8201966,-96.7004763,ACCIDENTS - P.D. H&R NOT REPORTABLE,Closed - Cleared By Arrest-Adult,01/20/2026 20:30
002565,26000205,2026-01-23T20:32:00.000000Z,2026-01-23T16:30:00.000000Z,"WHITTIER ST & W ST (STREET), Lincoln",40.8225956,-96.6888328,ACCIDENTS - P.D. REPORTABLE,Open,01/23/2026 17:20
